id_anuncio	capacidade	nro_quartos	nro_banheiros	regiao_bairro	tipo_acomodacao	avaliacao_media	distancia_ponto_turistico_km	nro_avaliacoes	possui_piscina	possui_estacionamento	possui_wifi	aceita_animais	politica_cancelamento	idioma_anuncio	tempo_resposta_anfitriao_h	preco_diaria
H001105	2	1	1	Copacabana_RJ	quarto_privativo	4.91	0.39	64	nao	nao	sim	nao	flexivel	portugues	1.42	916.2
H001106	8	5	3	Pelourinho_Salvador_BA	espaco_inteiro	4.62	8.6	35	nao	nao	nao	nao	flexivel	espanhol	1.54	847.46
H001107	4	2	2	Ipanema_RJ	quarto_privativo	4.4	2.99	60	sim	nao	sim	nao	rigorosa	portugues	0.89	1193.69
H001108	5	2	1	Vila_Madalena_SP	espaco_inteiro	4.74	4.38	24	nao	nao	sim	sim	moderada	portugues	4.03	819.25
H001109	8	5	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.59	4.98	25	sim	sim	nao	sim	flexivel	ingles	4.81	1166.83
H001110	1	1	2	Copacabana_RJ	espaco_inteiro	4.68	0.41	45	sim	sim	sim	nao	rigorosa	portugues	8.18	841.18
H001111	9	5	4	Copacabana_RJ	espaco_inteiro	4.43	7.33	40	nao	sim	sim	nao	flexivel	espanhol	7.71	930.44
H001112	1	1	1	Vila_Madalena_SP	quarto_privativo	4.63	0.25	125	nao	nao	sim	nao	moderada	portugues	9.2	547.76
H001113	5	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.53	2.16	45	nao	nao	sim	nao	moderada	portugues	0.2	704.98
H001114	4	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.49	0.29	21	nao	sim	sim	nao	moderada	portugues	7.06	506.34
H001115	3	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.68	2.78	52	nao	nao	sim	sim	flexivel	portugues	0.2	148.52
H001116	9	4	2	Ipanema_RJ	espaco_inteiro	4.67	0.21	63	nao	nao	sim	sim	rigorosa	ingles	0.48	1008.61
H001117	3	1	1	Copacabana_RJ	quarto_privativo	4.85	0.52	56	nao	nao	sim	nao	rigorosa	portugues	3.91	739.09
H001118	10	5	3	Pelourinho_Salvador_BA	espaco_inteiro	4.75	6.59	20	sim	sim	sim	sim	moderada	portugues	0.87	1203.44
H001119	4	1	2	Pinheiros_SP	quarto_privativo	4.51	0.63	135	nao	sim	sim	sim	rigorosa	portugues	1.35	623.95
H001120	7	2	1	Savassi_BH_MG	espaco_inteiro	4.71	0.1	0	nao	sim	sim	nao	flexivel	portugues	6.56	781.46
H001121	10	4	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.52	5.07	55	nao	sim	sim	nao	flexivel	portugues	16.85	464.0
H001122	3	1	1	Ipanema_RJ	quarto_privativo	4.75	0.94	19	nao	nao	sim	nao	flexivel	portugues	0.3	945.06
H001123	7	3	1	Pelourinho_Salvador_BA	espaco_inteiro	4.12	1.1	104	nao	sim	sim	sim	moderada	frances	0.2	600.09
H001124	5	2	2	Copacabana_RJ	espaco_inteiro	4.46	1.33	70	sim	sim	sim	nao	flexivel	portugues	0.62	1192.15
H001125	7	2	2	Vila_Madalena_SP	espaco_inteiro	4.33	0.98	63	nao	sim	sim	nao	rigorosa	ingles	1.11	1030.84
H001126	1	1	1	Centro_SP	quarto_privativo	4.66	7.13	42	nao	nao	sim	nao	moderada	portugues	8.8	324.3
H001127	4	1	1	Centro_SP	espaco_inteiro	4.64	4.24	127	nao	sim	sim	nao	rigorosa	portugues	5.33	432.2
H001128	6	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.45	2.1	42	nao	nao	sim	nao	flexivel	portugues	0.92	533.11
H001129	2	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.46	0.53	164	nao	sim	sim	sim	moderada	portugues	1.86	681.52
H001130	2	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.0	1.1	25	nao	nao	sim	sim	flexivel	portugues	24.0	127.74
H001131	4	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.27	3.23	52	nao	sim	sim	nao	moderada	espanhol	7.48	422.33
H001132	5	3	2	Centro_SP	espaco_inteiro	4.65	6.32	87	sim	sim	sim	sim	moderada	portugues	1.21	729.45
H001133	1	1	1	Ipanema_RJ	espaco_inteiro	4.78	2.28	74	sim	nao	sim	sim	flexivel	portugues	1.67	853.27
H001134	6	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.66	2.58	49	sim	nao	sim	sim	rigorosa	portugues	0.31	817.04
H001135	9	5	4	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.69	7.21	0	nao	nao	sim	nao	moderada	portugues	5.65	800.4
H001136	1	1	1	Pinheiros_SP	quarto_privativo	4.88	0.62	58	nao	nao	sim	nao	rigorosa	portugues	1.35	809.62
H001137	4	1	1	Vila_Madalena_SP	quarto_privativo	4.85	0.15	38	nao	sim	sim	nao	flexivel	ingles	6.35	605.83
H001138	6	3	2	Vila_Madalena_SP	espaco_inteiro	4.72	2.93	31	sim	nao	sim	nao	flexivel	portugues	0.99	1099.5
H001139	1	1	1	Ipanema_RJ	espaco_inteiro	4.11	2.61	90	sim	sim	sim	nao	flexivel	ingles	0.2	834.02
H001140	4	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.55	0.93	0	sim	nao	sim	nao	moderada	portugues	3.24	864.51
H001141	8	2	2	Pinheiros_SP	espaco_inteiro	4.91	0.48	50	sim	nao	sim	nao	flexivel	portugues	2.27	1222.37
H001142	2	2	1	Pelourinho_Salvador_BA	quarto_privativo	4.76	11.57	0	nao	nao	sim	nao	rigorosa	ingles	6.49	734.17
H001143	3	1	2	Pelourinho_Salvador_BA	espaco_inteiro	4.42	6.12	74	nao	nao	sim	nao	rigorosa	portugues	1.63	673.31
H001144	4	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.05	1.44	91	nao	nao	sim	sim	flexivel	portugues	3.31	851.55
H001145	5	2	1	Vila_Madalena_SP	espaco_inteiro	4.48	0.47	57	sim	sim	sim	nao	rigorosa	portugues	4.04	1233.65
H001146	3	1	1	Pinheiros_SP	espaco_inteiro	4.61	5.17	35	nao	sim	sim	nao	moderada	portugues	0.89	594.67
H001147	5	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.57	5.56	125	nao	nao	sim	sim	flexivel	portugues	18.94	459.22
H001148	8	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.69	0.48	131	sim	nao	sim	nao	flexivel	portugues	10.24	1260.72
H001149	6	2	1	Centro_SP	espaco_inteiro	4.74	0.41	66	nao	sim	sim	sim	rigorosa	portugues	0.99	516.0
H001150	4	2	2	Savassi_BH_MG	quarto_privativo	4.82	2.57	145	nao	nao	sim	sim	rigorosa	portugues	1.08	754.5
H001151	3	2	2	Copacabana_RJ	quarto_privativo	4.94	2.43	25	sim	sim	sim	sim	flexivel	portugues	8.18	1040.53
H001152	1	1	1	Savassi_BH_MG	quarto_privativo	4.55	3.6	46	nao	nao	sim	nao	flexivel	portugues	1.78	374.27
H001153	4	1	2	Ipanema_RJ	quarto_privativo	4.37	0.92	0	nao	nao	sim	sim	moderada	ingles	0.46	595.88
H001154	1	1	1	Copacabana_RJ	quarto_privativo	4.75	3.24	18	nao	sim	sim	nao	moderada	espanhol	5.78	776.46
H001155	8	4	2	Centro_SP	espaco_inteiro	4.72	3.71	17	nao	sim	sim	nao	flexivel	portugues	5.17	964.19
H001156	1	1	1	Ipanema_RJ	quarto_privativo	4.89	2.52	74	nao	nao	sim	nao	rigorosa	ingles	2.38	702.74
H001157	8	3	2	Ipanema_RJ	espaco_inteiro	4.36	0.1	19	nao	sim	sim	nao	rigorosa	frances	15.93	724.46
H001158	3	1	2	Ipanema_RJ	quarto_privativo	4.48	2.48	29	nao	nao	sim	sim	moderada	portugues	1.28	748.58
H001159	3	2	2	Vila_Madalena_SP	quarto_privativo	4.16	3.34	32	nao	sim	sim	nao	rigorosa	portugues	5.0	704.82
H001160	4	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.17	10.75	1	nao	sim	sim	nao	moderada	ingles	7.74	616.37
H001161	4	1	1	Ipanema_RJ	quarto_privativo	4.37	0.98	54	nao	sim	sim	nao	moderada	portugues	1.7	887.09
H001162	5	3	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.48	7.01	62	nao	nao	sim	sim	rigorosa	portugues	0.74	715.89
H001163	8	4	3	Pelourinho_Salvador_BA	espaco_inteiro	4.25	0.71	1	nao	nao	sim	nao	moderada	portugues	8.37	725.13
H001164	9	3	3	Copacabana_RJ	espaco_inteiro	4.22	2.81	82	nao	nao	sim	nao	moderada	portugues	8.04	812.99
H001165	1	1	1	Copacabana_RJ	quarto_privativo	4.61	0.19	23	nao	nao	sim	nao	moderada	ingles	1.27	384.9
H001166	6	3	2	Savassi_BH_MG	espaco_inteiro	4.25	9.52	32	nao	nao	sim	nao	moderada	portugues	5.45	727.45
H001167	3	1	2	Pelourinho_Salvador_BA	espaco_inteiro	4.39	6.83	71	nao	sim	sim	nao	flexivel	portugues	0.2	650.47
H001168	8	4	3	Centro_SP	espaco_inteiro	4.31	0.59	32	nao	sim	sim	nao	flexivel	portugues	1.77	733.83
H001169	5	2	2	Pelourinho_Salvador_BA	espaco_inteiro	4.64	1.28	18	nao	nao	nao	sim	moderada	ingles	2.2	890.59
H001170	5	1	2	Ipanema_RJ	espaco_inteiro	4.83	0.1	52	nao	sim	sim	nao	moderada	portugues	6.37	991.78
H001171	2	1	2	Vila_Madalena_SP	quarto_privativo	4.5	2.23	105	nao	nao	sim	sim	flexivel	portugues	0.42	849.05
H001172	2	1	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.57	9.71	97	nao	nao	sim	sim	flexivel	portugues	5.48	593.79
H001173	1	1	1	Pinheiros_SP	quarto_privativo	4.56	1.94	29	nao	nao	sim	sim	rigorosa	portugues	0.32	697.18
H001174	4	3	3	Asa_Sul_Brasilia_DF	espaco_inteiro	4.85	1.4	22	nao	nao	sim	sim	moderada	ingles	3.1	689.49
H001175	7	3	2	Centro_SP	espaco_inteiro	4.38	2.63	26	nao	nao	sim	nao	flexivel	portugues	0.89	824.06
H001176	10	4	3	Asa_Sul_Brasilia_DF	espaco_inteiro	4.21	12.45	97	nao	nao	nao	nao	rigorosa	ingles	0.42	477.24
H001177	1	1	1	Vila_Madalena_SP	quarto_privativo	4.81	3.69	25	nao	nao	sim	nao	rigorosa	portugues	3.04	256.36
H001178	4	2	2	Pinheiros_SP	quarto_privativo	4.93	2.88	140	nao	sim	sim	nao	flexivel	frances	1.18	1028.76
H001179	2	1	1	Copacabana_RJ	espaco_inteiro	4.4	2.88	70	nao	sim	sim	nao	moderada	portugues	4.56	742.09
H001180	3	2	1	Copacabana_RJ	espaco_inteiro	4.83	12.28	47	sim	sim	sim	nao	moderada	portugues	2.3	1010.53
H001181	3	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.78	1.47	29	nao	nao	sim	nao	moderada	portugues	1.88	343.27
H001182	4	1	1	Ipanema_RJ	quarto_privativo	4.61	3.04	52	nao	nao	sim	nao	rigorosa	portugues	1.12	891.13
H001183	5	2	1	Ipanema_RJ	espaco_inteiro	4.85	0.28	18	nao	nao	sim	nao	flexivel	ingles	2.81	1071.43
H001184	3	1	1	Copacabana_RJ	quarto_privativo	4.5	0.85	1	nao	sim	sim	nao	moderada	portugues	0.48	586.07
H001185	5	2	2	Copacabana_RJ	espaco_inteiro	4.63	1.07	71	sim	nao	sim	nao	moderada	portugues	0.2	1104.38
H001186	4	3	3	Pelourinho_Salvador_BA	espaco_inteiro	4.74	0.81	47	sim	sim	sim	nao	moderada	portugues	0.2	1460.59
H001187	1	1	1	Vila_Madalena_SP	quarto_privativo	4.5	1.51	85	nao	nao	sim	nao	flexivel	portugues	5.09	204.74
H001188	7	4	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.72	4.89	60	sim	sim	sim	nao	rigorosa	portugues	7.73	949.86
H001189	5	2	2	Copacabana_RJ	espaco_inteiro	4.94	2.41	29	nao	nao	sim	sim	moderada	portugues	5.48	1032.26
H001190	6	3	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.66	7.35	96	nao	nao	sim	nao	flexivel	ingles	0.84	701.35
H001191	7	3	2	Vila_Madalena_SP	espaco_inteiro	4.66	1.33	31	sim	sim	sim	nao	rigorosa	portugues	0.2	1354.77
H001192	5	3	2	Vila_Madalena_SP	espaco_inteiro	4.27	1.49	116	sim	sim	sim	nao	flexivel	portugues	0.7	1181.8
H001193	7	2	3	Savassi_BH_MG	espaco_inteiro	4.32	1.08	31	nao	sim	sim	sim	moderada	portugues	1.8	838.43
H001194	10	3	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.66	11.4	1	sim	sim	sim	nao	moderada	portugues	4.73	1164.83
H001195	3	2	2	Savassi_BH_MG	quarto_privativo	4.47	1.88	130	sim	sim	sim	sim	flexivel	portugues	9.45	1079.84
H001196	4	1	1	Copacabana_RJ	quarto_privativo	4.75	0.15	30	nao	sim	sim	nao	flexivel	ingles	8.98	695.43
H001197	1	1	1	Copacabana_RJ	quarto_privativo	4.26	1.07	32	nao	sim	sim	nao	flexivel	portugues	3.18	775.37
H001198	4	2	1	Boa_Viagem_Recife_PE	quarto_privativo	4.52	3.72	1	nao	sim	sim	nao	moderada	portugues	0.73	749.96
H001199	1	1	1	Pinheiros_SP	quarto_privativo	4.52	5.22	44	nao	nao	sim	nao	rigorosa	portugues	1.87	566.45
H001200	1	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.24	0.99	1	nao	sim	sim	sim	flexivel	ingles	5.19	637.66
H001201	2	1	1	Centro_SP	quarto_privativo	4.14	4.1	125	nao	sim	sim	nao	flexivel	ingles	0.54	468.41
H001202	2	2	1	Centro_SP	espaco_inteiro	4.87	2.53	36	sim	nao	sim	sim	rigorosa	portugues	5.14	953.7
H001203	3	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.43	0.48	22	nao	sim	sim	nao	flexivel	portugues	6.08	368.68
H001204	4	2	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.74	2.87	50	nao	nao	sim	nao	flexivel	portugues	6.07	637.62
H001205	4	3	2	Ipanema_RJ	espaco_inteiro	4.66	0.11	201	nao	nao	sim	sim	rigorosa	portugues	1.97	988.11
H001206	8	3	2	Ipanema_RJ	espaco_inteiro	4.62	2.43	52	nao	nao	sim	nao	flexivel	portugues	5.13	1026.18
H001207	3	2	1	Centro_SP	espaco_inteiro	4.69	0.42	40	nao	sim	sim	nao	rigorosa	portugues	2.17	504.52
H001208	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.79	1.2	49	nao	sim	sim	sim	flexivel	portugues	14.11	922.77
H001209	5	2	2	Pinheiros_SP	espaco_inteiro	4.75	1.0	88	nao	nao	sim	nao	rigorosa	ingles	5.63	989.16
H001210	4	2	1	Vila_Madalena_SP	quarto_privativo	4.71	5.75	82	nao	nao	sim	sim	moderada	portugues	1.65	777.33
H001211	5	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.7	2.76	59	nao	sim	sim	sim	flexivel	portugues	7.18	500.81
H001212	1	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.18	1.37	99	nao	nao	sim	nao	flexivel	espanhol	6.13	267.5
H001213	8	4	2	Centro_SP	espaco_inteiro	4.35	4.79	52	nao	nao	sim	nao	rigorosa	portugues	2.56	472.66
H001214	3	1	1	Vila_Madalena_SP	quarto_privativo	4.75	0.22	43	nao	nao	sim	nao	moderada	portugues	4.72	857.21
H001215	6	3	3	Pinheiros_SP	espaco_inteiro	4.3	0.95	51	nao	sim	sim	nao	flexivel	portugues	1.38	1097.31
H001216	6	2	1	Centro_SP	espaco_inteiro	4.43	1.46	31	nao	sim	sim	nao	rigorosa	portugues	7.79	894.71
H001217	3	1	1	Pinheiros_SP	quarto_privativo	4.73	11.2	89	nao	sim	sim	nao	flexivel	ingles	4.34	693.91
H001218	5	2	1	Centro_SP	espaco_inteiro	4.62	0.9	30	nao	sim	sim	sim	flexivel	ingles	0.95	767.84
H001219	1	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.5	12.83	0	nao	nao	sim	sim	flexivel	portugues	4.32	259.78
H001220	5	3	1	Ipanema_RJ	espaco_inteiro	4.4	0.29	1	nao	sim	sim	nao	rigorosa	frances	2.45	643.15
H001221	5	2	1	Ipanema_RJ	espaco_inteiro	4.24	0.89	64	nao	sim	sim	nao	flexivel	portugues	7.84	785.59
H001222	3	1	1	Copacabana_RJ	quarto_privativo	4.62	0.36	26	nao	sim	sim	nao	flexivel	portugues	2.37	717.51
H001223	1	1	1	Savassi_BH_MG	quarto_privativo	4.12	5.36	83	nao	nao	sim	nao	rigorosa	portugues	2.31	439.22
H001224	3	2	3	Boa_Viagem_Recife_PE	quarto_privativo	4.72	7.26	47	nao	nao	sim	nao	moderada	portugues	8.63	445.69
H001225	2	1	2	Copacabana_RJ	quarto_privativo	4.77	0.48	88	nao	nao	sim	sim	moderada	portugues	0.71	710.76
H001226	8	4	3	Savassi_BH_MG	espaco_inteiro	4.45	4.48	0	nao	nao	sim	nao	moderada	portugues	5.86	877.87
H001227	7	3	4	Vila_Madalena_SP	espaco_inteiro	4.92	2.16	29	sim	nao	sim	nao	flexivel	frances	10.36	1470.43
H001228	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.91	1.02	21	nao	sim	sim	sim	moderada	portugues	2.55	867.65
H001229	3	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.52	4.07	228	nao	sim	sim	nao	flexivel	portugues	4.87	454.81
H001230	5	3	3	Ipanema_RJ	espaco_inteiro	4.59	1.15	34	nao	nao	sim	nao	rigorosa	portugues	0.45	811.59
H001231	6	4	2	Copacabana_RJ	espaco_inteiro	4.86	4.09	1	nao	nao	sim	nao	rigorosa	portugues	6.08	819.23
H001232	3	1	1	Centro_SP	quarto_privativo	4.17	1.39	63	nao	sim	sim	nao	flexivel	portugues	2.26	380.4
H001233	3	1	1	Copacabana_RJ	espaco_inteiro	4.53	0.29	20	nao	nao	sim	sim	flexivel	portugues	11.75	399.22
H001234	2	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.9	5.02	95	sim	sim	sim	nao	flexivel	portugues	5.41	860.88
H001235	3	2	1	Copacabana_RJ	espaco_inteiro	4.85	1.28	106	sim	nao	sim	sim	rigorosa	ingles	4.2	894.44
H001236	6	3	2	Ipanema_RJ	espaco_inteiro	4.58	2.41	21	sim	nao	sim	sim	rigorosa	portugues	11.37	956.39
H001237	5	2	2	Copacabana_RJ	espaco_inteiro	4.36	0.32	26	nao	sim	sim	nao	rigorosa	portugues	3.47	397.53
H001238	3	2	1	Vila_Madalena_SP	espaco_inteiro	4.38	1.3	58	nao	nao	sim	nao	rigorosa	portugues	3.35	616.08
H001239	2	2	1	Copacabana_RJ	espaco_inteiro	4.69	0.1	97	sim	nao	sim	nao	rigorosa	ingles	4.06	993.54
H001240	2	1	1	Copacabana_RJ	quarto_privativo	4.75	0.9	63	nao	nao	sim	nao	rigorosa	espanhol	1.82	706.52
H001241	2	1	1	Savassi_BH_MG	espaco_inteiro	4.42	2.23	34	nao	nao	sim	nao	moderada	portugues	1.04	209.66
H001242	5	3	2	Pinheiros_SP	espaco_inteiro	4.39	1.13	1	sim	sim	sim	sim	flexivel	portugues	2.98	1047.78
H001243	3	2	2	Pinheiros_SP	quarto_privativo	4.26	2.12	148	nao	sim	sim	sim	rigorosa	portugues	2.16	739.57
H001244	4	1	1	Ipanema_RJ	quarto_privativo	4.64	0.1	65	nao	sim	sim	nao	flexivel	portugues	0.2	1082.92
H001245	6	3	3	Pinheiros_SP	espaco_inteiro	4.64	7.65	170	nao	sim	sim	nao	flexivel	ingles	4.41	1158.73
H001246	1	1	1	Pinheiros_SP	quarto_privativo	4.73	1.47	72	nao	sim	sim	sim	moderada	portugues	0.73	609.93
H001247	2	1	2	Boa_Viagem_Recife_PE	quarto_privativo	4.44	11.13	155	nao	sim	sim	nao	flexivel	portugues	2.62	391.19
H001248	2	1	1	Copacabana_RJ	espaco_inteiro	4.88	0.71	24	sim	sim	sim	sim	rigorosa	portugues	6.98	985.89
H001249	7	5	3	Savassi_BH_MG	espaco_inteiro	4.55	0.9	26	nao	nao	sim	nao	flexivel	ingles	7.02	964.42
H001250	5	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.73	0.9	41	nao	sim	sim	nao	flexivel	portugues	1.51	913.43
H001251	5	2	2	Ipanema_RJ	espaco_inteiro	4.8	2.58	22	sim	sim	sim	nao	rigorosa	portugues	1.11	1125.1
H001252	3	1	1	Ipanema_RJ	quarto_privativo	4.62	0.32	0	nao	nao	sim	nao	moderada	ingles	2.14	661.75
H001253	3	1	2	Ipanema_RJ	espaco_inteiro	4.71	2.65	28	nao	nao	sim	nao	flexivel	portugues	5.52	762.3
H001254	5	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.62	0.14	71	nao	nao	sim	nao	flexivel	portugues	1.01	780.52
H001255	2	1	1	Copacabana_RJ	quarto_privativo	4.68	2.1	16	nao	sim	sim	nao	flexivel	portugues	1.4	912.93
H001256	6	4	2	Savassi_BH_MG	espaco_inteiro	4.47	0.44	18	nao	nao	sim	nao	rigorosa	portugues	1.12	658.92
H001257	5	3	3	Asa_Sul_Brasilia_DF	espaco_inteiro	4.71	4.79	30	nao	sim	sim	nao	flexivel	portugues	6.88	821.26
H001258	3	2	2	Pelourinho_Salvador_BA	quarto_privativo	4.68	0.36	20	nao	nao	sim	sim	rigorosa	frances	0.39	307.58
H001259	4	2	1	Centro_SP	quarto_privativo	4.68	0.44	31	nao	nao	sim	nao	flexivel	ingles	0.71	109.02
H001260	9	4	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.23	6.2	44	nao	sim	sim	nao	moderada	portugues	3.78	653.93
H001261	4	2	1	Ipanema_RJ	espaco_inteiro	4.98	3.17	17	sim	nao	sim	nao	flexivel	portugues	6.95	946.68
H001262	5	3	1	Vila_Madalena_SP	espaco_inteiro	4.74	1.49	30	nao	nao	sim	nao	moderada	frances	9.38	668.41
H001263	9	4	2	Pinheiros_SP	espaco_inteiro	4.78	1.16	47	sim	sim	sim	nao	moderada	portugues	0.74	1590.22
H001264	2	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.6	3.2	23	nao	sim	nao	sim	flexivel	portugues	1.35	344.41
H001265	6	4	2	Centro_SP	espaco_inteiro	4.12	4.69	1	nao	nao	sim	sim	rigorosa	ingles	12.86	564.96
H001266	1	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.43	1.63	25	nao	sim	sim	nao	moderada	portugues	0.61	536.93
H001267	5	3	2	Copacabana_RJ	espaco_inteiro	4.68	0.63	35	sim	sim	sim	sim	moderada	portugues	20.16	1191.61
H001268	5	3	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.5	9.65	0	nao	sim	sim	nao	moderada	portugues	1.14	801.96
H001269	3	2	1	Centro_SP	quarto_privativo	4.36	5.22	72	nao	nao	sim	nao	flexivel	portugues	7.72	219.39
H001270	2	2	1	Centro_SP	quarto_privativo	4.23	1.79	37	nao	sim	sim	sim	rigorosa	portugues	5.65	538.02
H001271	3	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.38	0.71	25	sim	nao	sim	nao	flexivel	portugues	9.27	946.4
H001272	2	2	2	Vila_Madalena_SP	espaco_inteiro	4.58	2.19	1	nao	nao	sim	sim	flexivel	portugues	1.9	502.56
H001273	2	1	1	Vila_Madalena_SP	quarto_privativo	4.07	3.44	65	nao	sim	sim	nao	moderada	portugues	0.5	566.81
H001274	3	1	1	Centro_SP	quarto_privativo	4.51	5.28	107	nao	sim	sim	sim	flexivel	portugues	10.55	388.9
H001275	5	2	2	Copacabana_RJ	espaco_inteiro	4.22	2.29	29	nao	nao	nao	nao	rigorosa	portugues	0.2	680.95
H001276	7	2	1	Pinheiros_SP	espaco_inteiro	4.35	1.45	160	nao	sim	sim	nao	moderada	portugues	0.46	662.77
H001277	1	1	1	Copacabana_RJ	quarto_privativo	4.6	0.1	45	nao	sim	sim	nao	flexivel	frances	1.18	826.57
H001278	8	4	3	Ipanema_RJ	espaco_inteiro	4.45	0.11	47	nao	sim	sim	sim	rigorosa	portugues	5.73	885.23
H001279	2	1	1	Savassi_BH_MG	quarto_privativo	4.91	0.52	86	nao	nao	sim	nao	flexivel	portugues	1.97	902.96
H001280	3	2	2	Centro_SP	espaco_inteiro	4.66	1.21	68	sim	nao	sim	nao	flexivel	portugues	2.55	834.73
H001281	3	2	2	Pinheiros_SP	quarto_privativo	4.82	2.62	16	nao	sim	sim	nao	rigorosa	frances	1.42	798.11
H001282	2	1	1	Vila_Madalena_SP	espaco_inteiro	4.39	0.23	28	nao	sim	sim	nao	flexivel	ingles	2.23	531.64
H001283	8	2	1	Vila_Madalena_SP	espaco_inteiro	4.85	0.14	97	nao	sim	sim	nao	rigorosa	ingles	1.25	916.94
H001284	4	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.48	1.12	69	nao	nao	sim	nao	moderada	portugues	6.14	596.4
H001285	1	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.48	0.9	161	nao	sim	sim	nao	flexivel	portugues	22.8	209.35
H001286	7	4	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.69	3.26	61	nao	nao	sim	nao	moderada	portugues	2.77	674.94
H001287	7	3	2	Vila_Madalena_SP	espaco_inteiro	4.61	0.1	70	nao	nao	sim	nao	moderada	portugues	7.23	728.32
H001288	3	2	1	Pinheiros_SP	quarto_privativo	4.53	0.91	25	nao	sim	sim	nao	moderada	portugues	0.76	349.41
H001289	5	3	3	Vila_Madalena_SP	espaco_inteiro	4.85	4.12	106	nao	nao	sim	nao	moderada	ingles	3.67	1090.63
H001290	8	4	3	Centro_SP	espaco_inteiro	4.22	4.56	0	nao	nao	sim	sim	moderada	portugues	0.23	622.24
H001291	3	1	2	Vila_Madalena_SP	quarto_privativo	4.76	5.87	53	nao	nao	sim	nao	moderada	portugues	0.2	767.77
H001292	5	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.31	5.47	72	nao	sim	sim	nao	moderada	ingles	8.14	498.9
H001293	4	2	1	Centro_SP	espaco_inteiro	4.69	1.38	58	nao	nao	sim	nao	flexivel	espanhol	6.05	733.1
H001294	2	1	1	Pinheiros_SP	quarto_privativo	4.62	2.71	46	nao	sim	sim	nao	rigorosa	portugues	5.22	848.4
H001295	3	1	1	Pinheiros_SP	quarto_privativo	4.78	2.93	42	nao	nao	sim	nao	flexivel	portugues	4.89	581.55
H001296	2	1	2	Pinheiros_SP	espaco_inteiro	4.38	1.9	47	nao	sim	sim	sim	rigorosa	ingles	2.89	687.54
H001297	3	2	2	Ipanema_RJ	espaco_inteiro	4.68	2.7	18	sim	sim	sim	nao	moderada	frances	2.77	1022.35
H001298	6	3	1	Copacabana_RJ	espaco_inteiro	4.51	5.13	58	nao	nao	sim	nao	flexivel	portugues	0.49	796.21
H001299	6	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.28	2.94	25	nao	sim	sim	nao	flexivel	portugues	0.54	723.96
H001300	3	2	1	Vila_Madalena_SP	espaco_inteiro	4.67	0.2	29	sim	sim	sim	sim	rigorosa	portugues	2.29	750.4
H001301	1	1	1	Copacabana_RJ	espaco_inteiro	4.66	0.9	1	nao	nao	sim	nao	rigorosa	ingles	9.66	610.09
H001302	4	1	1	Centro_SP	espaco_inteiro	4.25	0.51	261	nao	sim	sim	nao	moderada	portugues	8.38	445.47
